Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Épicerie Générale,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.88006,2.331267,1 rue Moncey,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.epiceriegenerale.fr/,,"L'Épicerie Générale, à South Pigalle (SoPi), propose des produits français, bio et de saison à déguster sur place ou à emporter. Pour les pressés, un panier pique-nique bio tout prêt est idéal, à récupérer en boutique ou livré. Optez pour une mallette en osier ou des jeux à louer pour vos déjeuners champêtres. Deux adresses: à SoPi et au 43 rue de Verneuil dans le 7e arrondissement.",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Emmaüs Alternatives,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.852997,2.3780105,54 rue de Charonne,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.emmaus-alternatives.org/,,"60 ans après la fondation de la première communauté Emmaüs par l’abbé Pierre, 15 000 personnes unies par des valeurs et une détermination communes œuvrent toujours contre l'exclusion. Boutiques Emmaüs offrent vêtements, chaussures, livres, CD, DVD à prix réduits. Les bénéfices alimentent directement les actions de l'association.",75011,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Marché aux Vieux Papiers de Saint-Mandé,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Patrimoine industriel, artisanal, rural, agricole et technique', 'Halle, marché couvert']",48.846375,2.416714,Avenue de Paris,Paris je t'aime - Office de Tourisme,2026-03-20, https://tourisme-vincennes-marnebois.fr/fr/fetes-et-manifestations/marche-aux-vieux-papiers,,"Découvrez un marché aux trésors, dédié aux cartes postales, timbres rares, documents d'époque et livres anciens. Rendez-vous chaque mercredi, de 9h à 18h, pour une immersion dans l'histoire à travers des objets uniques et chargés de souvenirs. Un rendez-vous incontournable pour les collectionneurs et les amateurs de belles trouvailles !",94160,Saint-Mandé,Val-de-Marne,Île-de-France,Saint-Mandé,Métropole du Grand Paris
Satellite,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.851475,2.331796,15 rue du Cherche-Midi,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.satelliteparis.com/,,"Les bijoux Satellite, conçus à partir de matériaux nobles comme le cristal, le verre de Venise, l'émail ou la nacre, se démarquent par leur mystère et leur élégance. Inspirée par les cultures ethniques et passionnée de voyages, la créatrice de la marque insuffle à ses créations une touche d'exotisme et d'authenticité. Chaque pièce est le reflet d'un savoir-faire artisanal exceptionnel et d'une créativité sans limite, pour des bijoux uniques en leur genre.",75006,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Cotélac,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.853344,2.3766189,39 rue Charonne,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.cotelac.fr/,,"Les vêtements Cotélac se distinguent par leur design à la fois fluide et déstructuré, mais aussi par leur originalité et leur sophistication. Chaque pièce est unique, avec des détails tels qu'un froncé, un plissé ou un imprimé qui apportent une touche particulière. La marque réussit à allier modernité et élégance pour des collections résolument uniques.",75011,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Biocoop,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.848312,2.3788753,47 rue Jacques Hillairet,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.biocoop.fr/,,"Biocoop, réseau de magasins bio présent dans divers quartiers parisiens, dispose d'un vaste établissement de 300m² dans le 12ème arrondissement, l'un des plus grands de la capitale. Avec une large gamme de produits allant de l'alimentation aux soins en passant par la beauté et l'entretien, Biocoop est la référence pour une consommation écoresponsable et équitable. Une adresse incontournable pour adopter un mode de vie plus sain et respectueux de l'environnement.",75012,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
ARLETTIE Trocadéro,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.86466,2.286434,17 avenue Raymond Poincaré,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.arlettie.fr/,,"Découvrez le showroom ARLETTIE Trocadéro, un espace de 1 200 m² près du Trocadéro, où chaque semaine sont exposées des grandes marques de luxe pour toute la famille, à des prix remisés jusqu’à -80%. L’accès se fait sur invitation, n'hésitez pas à consulter notre site pour connaître le programme des ventes à venir. Langues parlées : français, anglais et espagnol. Profitez de cette expérience shopping unique dans un cadre exclusif !",75116,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
RAP Paris,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.87658,2.339409,4 rue Fléchier,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.rapparis.fr/,,"L'épicerie RAP est un lieu incontournable pour les amateurs de gastronomie italienne. On y trouve une sélection minutieuse de produits authentiques tels que vins, fromages, antipasti, pâtes, charcuterie, conserves, café, condiments, gâteaux et pâtisseries typiques. En plus, des cours de cuisine et des dégustations de vin y sont proposés régulièrement pour une véritable immersion culinaire italienne. Un lieu parfait pour les gourmets à la recherche d'authenticité et de saveurs transalpines.",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Yves Rocher,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.871895,2.302382,102 avenue des Champs-Élysées,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.yves-rocher.fr/,,"Sur l'avenue des Champs-Élysées, le flagship de la marque française Yves Rocher incarne l'excellence de la cosmétique végétale. Respectueux de l'environnement, ce magasin propose une large gamme de produits, y compris des collections internationales. Au premier étage, un espace dédié au maquillage et un institut de soins sont disponibles pour le bien-être des clientes. Un lieu incontournable pour les amoureux de la beauté naturelle et de l'élégance à la française.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Cash Express,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.861557,2.35343,23 rue Beaubourg,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.cashexpress.fr/,,"Les magasins Cash Express offrent une gamme variée d'électroménager, DVD, CD, jeux vidéos, matériel hifi et instruments de musique à des tarifs alléchants grâce au rachat de produits d'occasion. Chaque article est minutieusement testé avant la mise en vente, assurant leur qualité. C'est l'occasion parfaite de dénicher des articles divers à prix réduit en toute confiance !",75003,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Noir Kennedy,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.856125,2.3589664,22 rue du Roi de Sicile,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.noirkennedyparis.com/,,"Inspirée du célèbre marché londonien de Camden, cette boutique au décor faussement gothique offre un large choix de produits. En plus de ses créations originales, elle propose une sélection de jeans, t-shirts à l'effigie de groupes de rock, venant tout droit d'Angleterre. Une atmosphère unique où se mêlent style alternatif et produits importés, pour les amoureux de la mode underground.",75004,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Marché Beauvau - Marché d'Aligre,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Patrimoine industriel, artisanal, rural, agricole et technique', 'Halle, marché couvert']",48.849106,2.3778157,Rue d'Aligre et place d'Aligre,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.paris.fr/marches,,"Le marché Beauvau, entre la Bastille et la Nation à Paris, est un incontournable. Ouvert 6 jours par semaine, il offre une expérience unique aux habitants et aux touristes. Divisé en marché couvert et en plein air, on y trouve des stands réputés comme le café Aouba, la fromagerie Langlet-Hardouin ou la Boucherie Végétarienne. Les chineurs pourront dénicher des trésors parmi les brocanteurs proposant des accessoires, des tissus ou des livres anciens. Une visite incontournable à Paris.",75012,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Marché Dauphine - Puces de Paris Saint-Ouen,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.902336,2.3419902,132-140 rue des Rosiers,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.marche-dauphine.com/,,"Le Marché Dauphine, aux Puces de Saint-Ouen, est le plus grand marché couvert de cet endroit, avec 150 marchands spécialisés et une verrière de 3000m² offrant une incroyable diversité : antiquités, mobilier, montres, bijoux, galeries d'art classique et contemporain. Le premier étage propose vinyles, livres anciens, vêtements vintage. Services pratiques, bistrot et salle d'exposition sont également disponibles. Une expérience incontournable pour les amateurs d'objets rares et d'histoire.",93400,Saint-Ouen-sur-Seine,Seine-Saint-Denis,Île-de-France,Saint-Ouen-sur-Seine,Métropole du Grand Paris
Publicisdrugstore,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Centre et galerie commerciale']",48.8726,2.2967749,133 avenue des Champs-Élysées,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.publicisdrugstore.com/,,"Situé en haut des Champs-Élysées, le Publicisdrugstore est un concept-store de luxe à Paris depuis 1958. Ouvert 7 jours sur 7 jusqu'à 2h du matin, il propose cinémas HD, presse internationale, librairie, épicerie fine, cave à vins, cigares, mode-design, cadeaux, pharmacie. Les gourmets peuvent déguster la cuisine du Chef Éric Frechon au restaurant LE Drugstore ou à l'Atelier Etoile de Joël Robuchon, dans un décor signé Tom Dixon. Une adresse chic et gourmande pour tous!",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
restaurant LE Drugstore,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",48.872776,2.296961,133 avenue des Champs-Élysées,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.publicisdrugstore.com/fr/content/83-nos-restaurants,,"Le restaurant LE Drugstore du Chef Éric Frechon offre une cuisine innovante et ouverte sur le monde, loin des conventions. Sa carte propose des plats libres, frais, joyeux, et festifs, avec des créations spectaculaires. L'objectif est de créer une expérience culinaire riche en émotions, avec un service attentif. Un lieu où chaque convive savoure un repas d'exception. Chef de renom avec 3 étoiles au guide Michelin.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Bio Prestige,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.881763,2.3175945,92 boulevard des Batignolles,Paris je t'aime - Office de Tourisme,2026-03-20,,,"Le Bio Prestige, concept store niché dans le quartier des Batignolles, se démarque en tant qu'épicerie fine et traiteur italien entièrement dédié au bio. Une adresse incontournable pour les amateurs de produits de qualité et les adeptes d'une alimentation saine. Découvrez un large choix de délices bio, alliant saveurs authentiques et respect de l'environnement. Une expérience culinaire d'exception vous attend au Bio Prestige !",75017,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Maison Eric Kayser,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.849186,2.3494558,8 rue Monge,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.maison-kayser.com/,,"La Maison Kayser, au cœur du Quartier latin au 8 rue Monge, fondée par Eric Kayser en 1996, a étendu sa présence en France et à l'international. Son succès repose sur un savoir-faire alliant tradition et innovation, un service de qualité et l'utilisation exclusive de levain naturel. Une renommée mondiale basée sur l'excellence et la constance.",75005,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
& Other Stories,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.867985,2.3241036,277 rue Saint-Honoré,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.stories.com/,,"Situé dans la prestigieuse rue Saint-Honoré, le tout premier magasin parisien de la marque de prêt-à-porter & Other Stories offre une expérience shopping inédite. Propriété du géant suédois H&M, cette enseigne propose une large gamme de vêtements, accessoires, bijoux, lingeries et produits de beauté qui sauront ravir toutes les femmes à la pointe de la mode. Découvrez un univers tendance et raffiné où se mêlent style et élégance pour combler les fashionistas les plus exigeantes.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Swatch,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.87199,2.301977,104 avenue des Champs-Élysées,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.swatch.com/,,"Créée dans les années 80, Swatch, marque suisse, a bouleversé l'univers de la montre-bracelet en proposant des modèles extra plats, colorés, de haute qualité et à prix abordable. La diversité de ses créations attire un large public et participe à sa renommée incontestée. Un pionnier de l'industrie horlogère qui a su allier style et accessibilité avec brio.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
"107RIVOLI, la librairie-boutique du MAD","['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.863113,2.3334944,107 rue de Rivoli,Paris je t'aime - Office de Tourisme,2026-03-20, https://boutique.madparis.fr/fr/,,"107RIVOLI, boutique du Musée des Arts Décoratifs, offre sur 300m² une sélection variée de bijoux, accessoires de mode, livres, jouets, papeterie, arts de la table, mêlant passé et design contemporain. L'espace librairie vise à devenir la référence pour les amateurs éclairés des arts décoratifs, de la mode et du design, proposant ouvrages classiques, nouveautés et pièces rares. Un lieu incontournable pour découvrir et s'inspirer.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
L'Habilleur,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.861794,2.361667,44 rue de Poitou,Paris je t'aime - Office de Tourisme,2026-03-20, https://habilleur.fr/,,"La boutique L'Habilleur, au cœur du Marais, offre une sélection exclusive de marques pour les fashionistas en quête de pièces uniques. C'est là qu'on exprime son style avec des créations tendance et originales, chaque vêtement racontant une histoire et reflétant une personnalité. Cet univers fascinant est un lieu de rencontre entre passionnés de mode et créateurs talentueux, mêlant tendances actuelles et intemporelles pour stimuler l'élégance et la créativité.",75003,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Levi's Store,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.87028,2.3072987,76 avenue des Champs-Elysées,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.levi.com/,,"Le jeans, imaginé par Levi Strauss pour les chercheurs d'or en Californie, est devenu un symbole mondial. Présent dans plus de 110 pays, ce vêtement emblématique est apprécié par des millions de personnes pour sa liberté et son style moderne. Véritable classique de la mode grâce à sa coupe versatile et intemporelle, le jeans incarne un héritage culturel universel, toujours indémodable.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Mauboussin,"['Commerce de détail', 'Boutique, commerce de proximité', 'Lieu', ""Point d'intérêt""]",48.869503,2.3312595,15 rue de la Paix,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.mauboussin.fr/,,"Mauboussin a révolutionné la haute joaillerie en la rendant accessible à tous avec ses créations uniques. Cette maison de renom s'est également diversifiée avec succès dans l'horlogerie, les accessoires et la parfumerie. Une marque qui sait s'adapter aux envies et besoins de sa clientèle, en offrant des produits d'une qualité irréprochable et d'un design incomparable.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Bonjour Poterie,"['Lieu', ""Point d'intérêt"", ""Artisan d'art"", 'Commerce de détail']",48.877555,2.703682,8 rue Saint-Fursy,Office de Tourisme de Marne et Gondoire,2026-02-27, https://www.bonjourpoterie.com/<> https://www.instagram.com/bonjourpoterie,,"Bonjour Poterie est un espace de création convivial entièrement dédié à la céramique et surtout c'est lieu propice aux expérimentations créatives, à la détente et au partage.",77400,Lagny-sur-Marne,Seine-et-Marne,Île-de-France,Lagny-sur-Marne,CA Marne et Gondoire
OkooKeat,"['Lieu', ""Point d'intérêt"", 'Commerce de détail']",48.878234,2.708217,15 rue Jeanne d'Arc,Office de Tourisme de Marne et Gondoire,2026-02-27, https://okookeat.fr/,,"Okookeat des cookies artisanaux, responsables & bios, faits maison tous les jours.",77400,Lagny-sur-Marne,Seine-et-Marne,Île-de-France,Lagny-sur-Marne,CA Marne et Gondoire
Millésime Montévrain,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.86684,2.763445,1 Rue Julien le Pahun,Office de Tourisme de Marne et Gondoire,2026-02-27, https://www.millesime-montevrain.fr/,,Le Milésime de Montévrain est une salle de spectacle accueillant toute l'année des spectacles.,77144,Montévrain,Seine-et-Marne,Île-de-France,Montévrain,CA Marne et Gondoire
Bibliothèque de Ferrières-en-Brie,"['Site culturel', 'Bibliothèque - Médiathèque', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.820975,2.704406,2bis Place Auguste Trézy,Office de Tourisme de Marne et Gondoire,2023-03-09,,,"Que vous soyez plutôt dévoreurs de livres, CD ou DVD, gourmets ou petits goûteurs, vous pourrez contenter vos envies dans les 13 médiathèques à votre service et profiter sur place ou à emporter de 218 000 documents.",77164,Ferrières-en-Brie,Seine-et-Marne,Île-de-France,Ferrières-en-Brie,CA Marne et Gondoire
La halte fluviale communale,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Halte et port fluvial', 'Transport']",48.41588,3.240226,1 quai Saint-Nicolas,"Provins Tourisme entre Bassée, Montois et Provinois",2022-10-18, https://provins.net/decouvrir-visiter/destination-le-bassee-montois/halte-fluviale-de-bray-sur-seine/,,Une halte romantique...,77480,Bray-sur-Seine,Seine-et-Marne,Île-de-France,Bray-sur-Seine,CC Bassée-Montois
SKpad,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.396608,2.796086,1 rue de Normandie,Communauté de Communes Moret Seine et Loing,2025-11-13, http://www.msl-tourisme.fr/<> https://sk-pad.fr/,,"Unique en France ! 
SKpad, c'est la magie de deux univers qui se rencontrent : l'escape game et l'escalade ! 
Une seule règle à respecter : s'amuser !",77430,Champagne-sur-Seine,Seine-et-Marne,Île-de-France,Champagne-sur-Seine,CC Moret Seine et Loing
Théâtre municipal,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Théatre, Salle de spectacle']",48.403181,2.698044,6 rue Denecourt,Office de tourisme du Pays de Fontainebleau,2025-09-17, http://www.fontainebleau.fr/epanouissante/un-agenda-culturel-ambitieux-destine-a-tous-les-publics/symbole-de-l-identite-culturelle-de-fontainebleau-464.html,,"En dehors de Paris, c’est l’un des rares spécimens de théâtre à l’italienne et l’un des plus beaux de la région Ile de France.",77300,Fontainebleau,Seine-et-Marne,Île-de-France,Fontainebleau,CA du Pays de Fontainebleau
La distillerie du Loing,"['Lieu', ""Point d'intérêt"", 'Fournisseur de dégustation']",48.233738,2.626267,10 rue de la Mairie,Office de Tourisme du Pays de Nemours,2025-07-25, https://www.ladistillerieduloing.com/,,"La première micro-distillerie du Sud Seine-et-Marne a ouvert ses portes dans la ferme fortifiée de Châtenoy, en Pays de Nemours et en plein cœur du Parc naturel régional du Gâtinais français.",77167,Châtenoy,Seine-et-Marne,Île-de-France,Châtenoy,CC Pays de Nemours
"Geraldine Theurot, artiste plasticienne","['Lieu', ""Point d'intérêt"", 'Commerce de détail']",48.253225,2.693177,2 RUE DU CHEMIN NOIR,Office de Tourisme du Pays de Nemours,2023-01-12, http://geraldinetheurot.canalblog.com/,,Je suis une artiste plasticienne organisant des stages individuels de linogravure (gravure utilisant le linoléum comme support) à mon atelier-boutique à Chaintreauville (Saint-Pierre les Nemours) où je vends également mon travail.,77140,Saint-Pierre-lès-Nemours,Seine-et-Marne,Île-de-France,Saint-Pierre-lès-Nemours,CC Pays de Nemours
Atelier Emelia,"['Lieu', ""Point d'intérêt"", ""Artisan d'art"", 'Commerce de détail']",48.263806,2.695176,5 RUE SERPENTE,Office de Tourisme du Pays de Nemours,2024-04-25, http://atelieremelia.com/,,Création de robes de mariées,77140,Nemours,Seine-et-Marne,Île-de-France,Nemours,CC Pays de Nemours
Au Bureau,"['Restauration', 'Lieu', ""Point d'intérêt""]",48.280081,2.698163,Route de Moret,Office de Tourisme du Pays de Nemours,2026-02-03, https://www.aubureau.fr/restaurant-brasserie/au-bureau-nemours,,"Rendez-vous dans nos pubs authentiques et uniques… Véritables lieux de vie aux décors anglo-saxons, Au Bureau rythme votre journée du matin jusqu’au soir : repas entre amis, apéro, sport, musique, danse… vous allez aimer passer du temps Au Bureau !",77140,Nemours,Seine-et-Marne,Île-de-France,Nemours,CC Pays de Nemours
Paris Boat Club,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Bateau promenade']",48.864249,2.313773,"Port des Champs Elysées, Pont de la Concorde",Choose Paris Region,2023-01-10, https://parisboatclub.fr/,,"Paris Boat Club vous propose de découvrir Paris lors d'une croisière privée sur la Seine à bord du bateau Ettore avec Skipper, jusqu'à huit passagers !",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Les Bonbons,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.843277,2.3300452,6 rue Bréa,Paris je t'aime - Office de Tourisme,2026-03-20,,,"Les Bonbons, niché dans le quartier Montparnasse, est une mini-confiserie qui réserve bien des surprises. Malgré sa petite taille, la variété des produits est impressionnante : boîtes anciennes, bocaux de guimauves pastel, réglisses, pastilles italiennes Leone et même des chamallows. Mais les véritables vedettes de cette confiserie sont les fondants en sucre. Un véritable art de la confiserie à découvrir absolument !",75006,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Montaigne Market,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.8710434,2.3138437,18 avenue Matignon,Paris je t'aime - Office de Tourisme,2026-03-20, https://montaignemarket.com/,,"La première boutique multimarque de luxe installée sur l'avenue Montaigne propose un savant mélange de créations haut-de-gamme et de modèles plus accessibles, sans sacrifier la qualité. Plongez dans un décor zen, où la diversité des produits saura satisfaire tous les amateurs de mode en quête d'élégance et de raffinement.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
agnès b.,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.86386,2.3449843,3 et 6 rue du Jour,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.agnesb.eu/,,"agnès b., célèbre créatrice, offre une variété de collections pour toute la famille, y compris les tout-petits avec le petit b. b. Dans ses boutiques de la rue du Jour, elle réinvente avec sobriété ses modèles classiques, alliant modernité et intemporalité. Une marque qui sait allier tradition et avant-garde avec style.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Grand Appetit,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.851776,2.3665073,9 rue de la Cerisaie,Paris je t'aime - Office de Tourisme,2026-03-20, http://legrandappetit.fr/,,"Découvrez un lieu unique conjuguant magasin de produits naturels, restaurant macrobiotique et cours de cuisine. Avec une offre variée et de qualité, notre établissement saura satisfaire les amateurs de bien-être et de gastronomie saine. Venez expérimenter une alimentation harmonieuse, concoctée avec des produits naturels et savoureux. Une adresse incontournable pour prendre soin de son corps en se régalant.",75004,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Village Suisse Paris,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Antiquaire et brocanteur']",48.851776,2.2996452,78 avenue de Suffren,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.villagesuisseparis.com/,,"Le Village Suisse Paris, joyau artistique au cœur de la capitale depuis 1920, séduit les amateurs d'art, de bijoux et d'antiquités. Galeries et boutiques regorgent de pièces uniques. Ses jardins suspendus et patios arborés invitent à des balades apaisantes, idéales pour s'immerger dans l'histoire de l'art. À deux pas de la tour Eiffel et du Grand Palais Éphémère, ce quartier piétonnier est un véritable havre de paix. Une expérience inoubliable pour les passionnés d'art et de design.",75015,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Présence africaine,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.848568,2.348296,25 bis rue des Écoles,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.presenceafricaine.com/,,"Découvrez l'Afrique noire et sa diaspora à travers des articles passionnants et riches en informations. Explorez la diversité culturelle, les traditions ancestrales, et les talents artistiques qui caractérisent cette région du monde. De la musique aux danses en passant par la gastronomie, plongez au cœur d'un univers vibrant et en perpétuelle évolution. Un voyage au sein de l'Afrique et de sa diaspora qui ne manquera pas de vous captiver et de vous émerveiller.",75005,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Palais des Thés,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.859016,2.359457,64 rue Vieille du Temple,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.palaisdesthes.com/,,"Depuis des années, les experts du Palais des Thés parcourent le globe à la recherche des meilleurs thés. Thé vert, noir, blanc, fumé... venant d'Afrique, d'Amérique du Sud, d'Asie. Parmi eux, les très prisés ""grands crus"", témoignant de saveurs rares et exquises. Pour trouver votre bonheur, les boutiques offrent la possibilité de déguster sur place. Offrez-vous ou offrez à vos proches des coffrets cadeaux et paniers gourmands de qualité.",75003,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Robert et Louise,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",48.85905,2.3595083,64 rue Vieille du Temple,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.robertetlouise.com/,,"Plongez au cœur de Paris dans un décor champêtre où se mêlent nappes à carreaux et marmites en cuivre. Vous serez charmé par l'atmosphère chaleureuse et rustique de ce restaurant. Mais ce qui fait la renommée de cet endroit, ce sont ses délicieuses viandes cuites à la perfection dans la cheminée en fond de salle. Un véritable petit coin de campagne en plein cœur de la capitale à découvrir sans tarder pour une expérience culinaire authentique et savoureuse.",75003,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Westfield Forum des Halles,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Centre et galerie commerciale']",48.862015,2.3470948,101 Porte Berger,Paris je t'aime - Office de Tourisme,2026-03-20, https://fr.westfield.com/forumdeshalles,,"Découvrez un véritable paradis du shopping au Westfield Forum des Halles ! Les plus grandes marques de mode pour hommes et femmes, des boutiques spécialisées en beauté, santé et bien-être vous attendent. Profitez d'une expérience unique alliant shopping, détente et loisirs au cœur de Paris. Ne manquez pas les nombreux avantages offerts par votre centre commercial préféré !",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Adidas Originals Store Le Marais,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.856495,2.3605697,3 ter rue des Rosiers,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.adidas.fr/,,"Adidas Originals associe confort, technologie et élégance dans un univers exclusif inspiré du style ""college"". La marque propose des vêtements sophistiqués aux couleurs neutres, alliant décontraction du sportswear et raffinement. Chaque pièce allie bien-être et esthétique soignée, pour un chic inégalé. Avec Adidas Originals, le confort se marie parfaitement à l'élégance!",75004,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Antik Batik,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Boutique, commerce de proximité']",48.857063,2.3649938,19 rue des Minimes,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.antikbatik.com/,,"Découvrez l'Atelier Antik Batik, où délicatesse et charme se rencontrent pour vous habiller avec élégance. Explorez la collection, commandez sur place avec les tablettes disponibles et profitez de la livraison gratuite en 24h. Des pièces exclusives sont également disponibles à l'achat sur place. Plongez dans une ambiance chaleureuse, dégustez un thé dans le boudoir et vivez une expérience shopping unique en Inde. L'Atelier Antik Batik vous promet un voyage sensoriel et envoûtant.",75003,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
