Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Cinéma Le Cotentin,"['Cinéma', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.166799,-1.5950416,1 place des Bocagers,Attitude Manche,2026-01-06, https://www.cineode.fr/pirou-le-cotentin/<> https://www.facebook.com/CinemaDePirou/,,"Le cinéma ""Le Cotentin"" diffuse toute l'année les meilleurs films du moment.  Cinéma classé ""art et essais"", 3D active, projection 2 fois par mois de films pour les séniors. La salle vous accueille avec une capacité de 151 places.
Le cinéma est en...",50770,Pirou,Manche,Normandie,Pirou,CC Côte Ouest Centre Manche
Domaine de Rugueville,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Fournisseur de dégustation']",49.3611331,-1.6742006,1 Les Hougues,OT Cotentin,2026-04-13, https://domainederugueville.fr/<> https://www.facebook.com/p/Domaine-De-Rugueville-100057855811467/,,"Le domaine Rugueville produit sur une surface 5 à 6 hectares de terre, avec des pommiers basses tiges et hautes tiges.
Tous nos produits sont 100% artisanales. Agréés BIO 

Nous distribuons : 
- Cidre AOP DU COTENTIN brut et extra brut en BIO
-...",50580,Port-Bail-sur-Mer,Manche,Normandie,Port-Bail-sur-Mer,CA du Cotentin
Lasergames Caen,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.1659472,-0.4250938,19 Avenue de la Voie au Coq,OT Caen la Mer,2026-05-06, https://www.lasergames-caen.com/<> https://www.instagram.com/lasergamescaen<> https://www.facebook.com/LASERGAMESCAEN/?locale=fr_FR,,"Le Lasergame, c'est un nouveau concept accessible à tous, permettant aux participants d'allier détente, sport, esprit de compétition et d'équipe dans un jeu convivial, d'adresse et de stratégie, non violent, sans contact ni impact. L'activité idéale...",14760,Bretteville-sur-Odon,Calvados,Normandie,Bretteville-sur-Odon,CU Caen la Mer
Jokoani - Aire de jeux couverte,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.16588,-0.42499,19 Avenue de la Voie au Coq,OT Caen la Mer,2026-05-05, https://www.jokoani.fr/<> https://www.facebook.com/profile.php?id=61559651387147<> https://www.instagram.com/jokoani_official?igsh=eWlybmV6ODk1YzJk,,"Jokoani : le lieu familial incontournable près de Caen
Jokoani est une aire de jeux couverte de 850 m² à Bretteville-sur-Odon, entièrement dédiée aux enfants de 0 à 8 ans et à leurs familles. Plus qu’un simple parc de loisirs, nous avons créé un...",14760,Bretteville-sur-Odon,Calvados,Normandie,Bretteville-sur-Odon,CU Caen la Mer
Team Factory - Centre E-sport,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.1784756,-0.356179,195 rue Saint Jean,OT Caen la Mer,2026-05-06, http://www.teamfactory-france.fr/<> https://www.facebook.com/teamfactorycaen/<> https://www.instagram.com/teamfactoryofficiel/,,"TeamFactory, ta référence E-SPORT sur Caen depuis 2020 !
Nos avis 5* disponible ici : http://bitly.ws/zmXm
 
5 PC GAMING (ECRAN 27"" 165FPS/RTX2060 SUPER/16GO RAM/SSMD M2)
10 PC GAMING (ECRAN 27"" 165FPS/RTX3080/16GO RAM/SSD M.2)
5 PC GAMING (ECRAN...",14000,Caen,Calvados,Normandie,Caen,CU Caen la Mer
Circuits auto et karting de Pont l’évêque,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.2736912,0.1918556,RD 48 138 route du lac,OT Terre d'Auge Tourisme,2026-04-30, http://www.eia.fr/<> https://www.facebook.com/circuitEIA<> https://www.instagram.com/circuit_pontleveque/?hl=fr,,"Découvrez un lieu unique dédié aux sports mécaniques dans un cadre naturel et paysager, avec un circuit auto homologué FFSA de 2km, une piste karting homologuée FFSA de 800m, une zone d’essais véhicules, des balades en quad et en buggy dans le...",14130,Pont-l'Évêque,Calvados,Normandie,Pont-l'Évêque,CC Terre d'Auge
Normandie Paintball,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Parc de loisirs, parc à thème']",49.2762513,0.1890397,Avenue de la libération,OT Terre d'Auge Tourisme,2026-05-06, https://www.normandie-challenge.com/activites-normandie/paint-ball/<> https://www.facebook.com/Normandie-Challenge-Loisirs-et-Activit%C3%A9s-165601713469628/<> https://www.instagram.com/normandiechallenge/?hl=fr,,"Situé à Pont l’Evêque, notre terrain de paintball près de Deauville est niché dans un cadre naturel. Que ce soit entre amis, en famille ou entre collègues, venez vivre une expérience inoubliable avec une partie de paintball. Ce jeu tactique et...",14130,Pont-l'Évêque,Calvados,Normandie,Pont-l'Évêque,CC Terre d'Auge
Centre équestre du Brévedent,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Centre équestre']",49.227503,0.320306,Le Haut Faulq,OT Terre d'Auge Tourisme,2026-02-11, http://www.brevedentequitation.fr/<> https://www.facebook.com/profile.php?id=61566876325372,,"Au coeur du Pays d'Auge, entre Lisieux et Pont l'Evêque, le centre équestre du Brévedent est le point de départ de nombreuses balades en forêt et randonnées. Toute l'année, une équipe d'enseignants accueillante et bienveillante vous propose des...",14130,Le Faulq,Calvados,Normandie,Le Faulq,CC Terre d'Auge
La Kitchen,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.277569,-0.7198349,Centre Leclerc Boulevard du 6 Juin,OT Bayeux Intercom,2026-01-07, http://www.e-leclerc.com/bayeux,,"Hamburger normand, sandwich chaud, crêpe avec une gamme de produits locaux et du fait maison !",14400,Bayeux,Calvados,Normandie,Bayeux,CC de Bayeux Intercom
A la Reine Mathilde,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Café ou salon de thé']",49.2773366,-0.7030795,47 rue Saint-Martin,OT Bayeux Intercom,2026-01-27, https://lareinemathilde.fr/ https://www.facebook.com/alareinemathilde/<> https://www.instagram.com/alareinemathilde/,,Pâtissier - Chocolatier - Salon de thé,14400,Bayeux,Calvados,Normandie,Bayeux,CC de Bayeux Intercom
Bayeux aventure,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.2871242,-0.7657065,Ferme de Rabodange,OT Bayeux Intercom,2026-01-20, http://www.bayeux-aventure.fr/<> https://fr-fr.facebook.com/Bayeuxaventureparc/<> https://www.instagram.com/bayeux_aventure/?hl=fr,,"Découvrez le parc de loisirs Bayeux Aventure. Parcours d'accrobranches, accro-spider, saut géant, bulle gonflable, Nautics, paintball, karting à pédales, mini ferme, poney, mini pelles, labyrinthe de mais, structures gonflables, toboggans géants etc...",14400,Cussy,Calvados,Normandie,Cussy,CC de Bayeux Intercom
Royal Wok Bayeux,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.2851116,-0.6945227,2 impasse du Moulin de la Rivière,OT Bayeux Intercom,2026-01-07, https://royalwokbayeux.eatbu.com/,,"Restaurant traditionnel chinois !
Cuisine traditionnelle chinoise !
Buffet à volonté sur place et à emporter
Wok grillé",14400,Saint-Vigor-le-Grand,Calvados,Normandie,Saint-Vigor-le-Grand,CC de Bayeux Intercom
Hôtel La Renaissance,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Hébergement', 'Hôtel', 'Hôtel-restaurant', 'Hôtellerie']",48.8521874,-0.5471795,CONDE-SUR-NOIREAU 1 rue Saint Jacques,OT du Pays de Vire | Collines de Normandie,2026-05-03, https://la-renaissance-hotel.business.site/ https://fr-fr.facebook.com/LaRenaissance14110/<> https://www.instagram.com/larenaissance14110/<> https://www.la-renaissance.site/,,"La Renaissance est un hôtel, bar et restaurant situé dans le centre ville de Condé-en-Normandie / Condé-sur-Noireau, aux portes de la Suisse normande. Entièrement rénové en 2025/2026, notre établissement vous accueille dans un cadre chaleureux et...",14110,Condé-en-Normandie,Calvados,Normandie,Condé-en-Normandie,CC Intercom de la Vire au Noireau
Luge sur rails - Normandie Luge au Viaduc de la Souleuvre,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.9508214,-0.8643063,CARVILLE Viaduc de la Souleuvre,OT du Pays de Vire | Collines de Normandie,2026-02-11, http://www.normandie-luge.com/<> https://www.facebook.com/normandie.luge.page<> https://www.instagram.com/normandieluge/,,"La luge sur rail est une activité se pratiquant seul, ou à deux, pouvant aller jusqu'à 45 km/h. 
Vous gérez votre vitesse de luge grâce aux poignées de freinage.
Essayez vous à la glisse avec notre luge d’été  : 1.5  km de rails avec une vue...",14350,Souleuvre en Bocage,Calvados,Normandie,Souleuvre en Bocage,CC Intercom de la Vire au Noireau
Gîte de l'ancienne Gare Nesle Saint Saire,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.6949147,1.4933054,409 route de Saint-Saire,Office de Tourisme Bray Eawy,2026-05-04,,,"Gîte d'architecture moderne, entièrement rénové, situé à 2 heures de Paris sur l'Avenue Verte"", piste cyclable Paris Londres, dans l'ancienne gare de Nesle Saint-Saire devenue aujourd'hui un complexe touristique (gîte, table de pays, boutique...",76270,Nesle-Hodeng,Seine-Maritime,Normandie,Nesle-Hodeng,CC Bray-Eawy
Les Maraîchers,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.4426555,1.087489,37 Place du Vieux Marché,Office de tourisme Rouen tourisme,2026-05-04, http://www.lesmaraichers.com/<> http://www.facebook.com/lesmaraichersrouen,,"Les Maraîchers... le Bistrot de la Couronne, est l'une des plus anciennes enseignes de la place du Vieux Marché. Prudence Cauvin et son équipe vous accueillent dans leur bistrot à l'ancienne, plein de chaleur avec ses plaques émaillées, ses miroirs,...",76000,Rouen,Seine-Maritime,Normandie,Rouen,Métropole Rouen Normandie
Étangs du Camping de la Vallée,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.851384,0.958818,101 Rue de la Vallée,Office de Tourisme Terroir de Caux,2026-05-04, http://www.camping-de-la-vallee.com/,,"Sur le site du camping de la vallée, profitez des étangs de pêche dans un cadre idyllique. Pêche sans permis, cartes à la demi-journée ou à la journée.

Dans ces étangs vous pourrez venir en famille, seul ou entre amis pêcher la carpe, le gardon ou...",76730,Gueures,Seine-Maritime,Normandie,Gueures,CC Terroir de Caux
Cinéma Le Grand Large,"['Cinéma', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.7577809,0.37715639,Place Bellet,Office de tourisme Intercommunal de Fécamp,2026-05-05, http://www.noecinemas.com/fecamp/<> https://www.facebook.com/cinemafecamp<> https://www.instagram.com/cinemafecamp/,,"4 salles dolby de 70 à 364 places, en coeur de ville, nombreuses avant-premières. 
Salles accessibles aux personnes en situation de handicap.
Vous trouverez également un comptoir boissons et confiserie, un espace lecture, des salons de réception et...",76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
MG NAUTIC,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Loueur de matériel', 'Prestataire de service']",49.76114,0.36563,21 Quai de la Vicomté,Office de tourisme Intercommunal de Fécamp,2026-05-04, http://mgnautic.fr/<> https://www.facebook.com/mgnautic76/<> https://www.instagram.com/mg_nautic/,,"MG Nautic, c'est avant tout une équipe expérimentée et dynamique. Si vous souhaitez entrer dans le nautisme, n'hésitez pas à pousser la porte.

Permis bateau : Pas de bachotage intempestif mais venez suivre des vrais cours qui porteront sur les...",76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
NormandZen,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.7565631,0.3783487,16 rue du Grenier à Sel,Office de tourisme Intercommunal de Fécamp,2026-05-05, https://www.normandzen.com/<> https://www.facebook.com/NormandZen/<> https://www.instagram.com/_normandzen/,,"Massage bien être, seul, ou en duo, de 0 à 99 ans, à l'institut, à domicile ou en entreprise, femme enceinte, Shiatsu, réflexologie, californien,  Ayurvédique, suédois, cupping, luminothèrapie, enfant, nourisson.",76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
Le Jardin de Rose,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.706857,0.213133,9 Chemin de Saint Clair,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://www.location-gite-etretat.com/,,"Au rez-de-jardin et entouré de rosiers, toutes les pièces de ce duplex offrent une vue sur la mer, le village et les célèbres falaises d'Etretat. 55 m² - Vue mer - 4 pers - 
- 2 chambres doubles (Lits doubles 140X190) 
- Lave vaisselle/Lave linge 
-...",76790,Étretat,Seine-Maritime,Normandie,Étretat,CU Le Havre Seine Métropole
Un Balcon sur la Mer,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.706857,0.213133,9 Chemin de Saint Clair,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://www.location-gite-etretat.com/,,"Au 2ème étage de la villa, ce duplex très lumineux donne une véritable sensation de domination du célèbre village de Normandie. 60 m² - Vue mer - 4/6 pers - 

- 1 chambre double (Lit double 140X190) 
- Cuisine équipée - Lave vaisselle/Lave linge 
-...",76790,Étretat,Seine-Maritime,Normandie,Étretat,CU Le Havre Seine Métropole
Le Romain d'Étretat,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.7086313,0.2028734,1 rue Georges Bureau,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, http://www.leromaindetretat.com/ https://www.leromaindetretat.com/<> https://www.facebook.com/leromaindetretat/,,"Un mix entre l'Italie et la Normandie pour vous proposer des plats et des pizzas avec des produits des deux régions.

Entre falaises et bord de mer, à deux pas du casino, le restaurant ""Le Romain d’Etretat"" vous accueille dans une ambiance...",76790,Étretat,Seine-Maritime,Normandie,Étretat,CU Le Havre Seine Métropole
Le Loft Clocheton,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.7065,0.213,"6 bis, Rue Aristide Briand",Office de Tourisme Le Havre Etretat Normandie,2026-05-04, http://www.location-gite-etretat.com/ http://www.location-gite-etretat.com/,,"Appartement au 3ème étage (sans ascenseur) en duplex de style loft au coeur d'Etretat, offrant un espace détente à la décoration raffinée. Créé à partir d'anciennes chambres de bonnes dans une villa du 19ème siècle, Le Loft du Clocheton s'ouvre à...",76790,Étretat,Seine-Maritime,Normandie,Étretat,CU Le Havre Seine Métropole
Mémorial de Bruneval,"['Site culturel', 'Lieu', ""Point d'intérêt""]",49.6660036,0.1604414,Chemin André Haraux,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, http://www.bruneval42.com/<> https://www.lehavreseine-patrimoine.fr/patrimoines/patrimoine-militaire/memorial-de-bruneval,,Venez découvrir le grand livre à ciel ouvert de l'une des opérations alliées les plus audacieuses de la Seconde Guerre mondiale. Le Mémorial de Bruneval se situe à l'emplacement même de l'un des épisodes de l'opération Biting (27 et 28 février 1942)...,76280,Saint-Jouin-Bruneval,Seine-Maritime,Normandie,Saint-Jouin-Bruneval,CU Le Havre Seine Métropole
L'Étable,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Bistrot - Bar à vin', 'Brasserie ou taverne', 'Café ou salon de thé']",49.4911523,0.1051829,51 rue Bernardin de Saint-Pierre,Office de Tourisme Le Havre Etretat Normandie,2026-05-04, https://fr-fr.facebook.com/etable76,,Un service amical et une ambiance cosy / lounge font de ce lieu un must quand il s'agit de sortir au Havre. Bon à savoir : il est possible d'y commander une assiette de fromages pour accompagner une bière en terrasse par exemple si le temps le...,76600,Le Havre,Seine-Maritime,Normandie,Le Havre,CU Le Havre Seine Métropole
Brasserie du bac,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Brasserie ou taverne']",49.524511,0.727633,Caudebec-en-Caux 4 Quai Guilbaud,Office de tourisme Caux-Seine Normandie tourisme,2026-05-06, https://www.facebook.com/brasserie.du.bac76490<> https://www.instagram.com/brasserie_du_bac,,"Bienvenue dans votre brasserie en bord de Seine, à Caudebec en Caux !

Nous vous recevrons dans une ambiance conviviale et familiale.

Vous pourrez choisir votre table :
. en intérieur,
. sous notre véranda couverte ou non selon le temps,
. sur...",76490,Rives-en-Seine,Seine-Maritime,Normandie,Rives-en-Seine,CA Caux Seine Agglo
La réserve ornithologique de Saint-Samson,"['Lieu', ""Point d'intérêt"", 'Site naturel', 'Marais']",49.1829296,-0.1558264,Rue du domaine,OT Normandie Pays d'Auge,2026-01-06, http://www.fdc14.com/,,"Vous pourrez profiter de toute la richesse faunistique du site du haut de l’observatoire où des longues vues sont à la disposition de tous. Par ailleurs, des espèces naturalisées dans des vitrines vous permettront de reconnaître les différentes...",14670,Saint-Samson,Calvados,Normandie,Saint-Samson,CC Normandie-Cabourg-Pays d'Auge
Les Crins de la Baie,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Centre équestre']",49.2576625,-0.2236481,5 Chemin du moulin d'eau,OT Normandie Pays d'Auge,2026-03-19, https://www.lescrins.com/<> https://www.facebook.com/lescrinsdelabaie<> https://www.instagram.com/lescrinsdelabaie/,,"Situé à Merville Franceville plage, Les Crins de la Baie vous accueille sur la plage la plus naturelle du Calvados. 

​Cet écrin protégé sera le théâtre de vos plus belles excursions à cheval.  De nombreux paysages sont à explorer :

- L’estuaire de...",14810,Merville-Franceville-Plage,Calvados,Normandie,Merville-Franceville-Plage,CC Normandie-Cabourg-Pays d'Auge
Manoir presbytéral de Villers-sur-mer,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Produit', 'Bâtiment civil remarquable', ""Produit d'hébergement"", 'Maison', 'Maison remarquable']",49.3210832,-0.0063546,24 rue du Général de Gaulle,OT SPL Deauville,2026-01-19,,,"Le presbytère de Villers sur mer datant de 1750 est un très bel exemple d'architecture normande et notamment du Pays d'Auge. 
Il fut par deux fois menacé de destruction à la fin du XIXème siècle avant de devenir propriété communal en 1904. Rénové...",14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Cinéma du casino de Villers-sur-Mer,"['Cinéma', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.3247299,-0.0015766,24 avenue de la République 1er étage du Casino,OT SPL Deauville,2026-02-12, https://www.space-villers.fr/cinema-villers-sur-mer/,,"Salle climatisée de 188 places à la décoration originale avec portraits d’artistes mythiques, le cinéma du casino propose un  son Dolby Stéréo et une projection numérique pour votre confort. 
Accès à partir de 3 ans.",14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Le Val Ygot,"['Site archéologique', 'Site culturel', 'Lieu', ""Point d'intérêt"", 'Ruines et vestiges']",49.745897,1.273468,ASSVYA 6 rue des Bouleaux,Office de Tourisme Bray Eawy,2026-05-04, https://www.battlefieldsww2.com/site-de-v1-du-val-ygot.html,,"""En forêt d’Eawy, au Val Ygot, la base de lancement de V1 fut le théâtre d’opérations de bombardements portées par l’armée allemande pendant la Seconde Guerre mondiale.
Construit en 1943 et d’une superficie de 3 hectares, le site comporte de...",76680,Ardouval,Seine-Maritime,Normandie,Ardouval,CC Bray-Eawy
Hôtel du Golf de St-Saëns,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Hébergement', 'Hôtel', 'Hôtel-restaurant', 'Hôtellerie']",49.6871284,1.25873182,Château du Vaudichon,Office de Tourisme Bray Eawy,2026-05-04, http://www.golf-de-saint-saens.com/hotel/,,"Le Domaine de notre hôtel de charme en Normandie s'étire sur la 80 hectares au cœur de la forêt d'Eawy, plus grande hêtraie de France, entre Rouen et Dieppe. Idéalement situé au carrefour des autoroutes A28 et A29, le Golf Hôtel de Saint-Saëns vous...",76680,Saint-Saëns,Seine-Maritime,Normandie,Saint-Saëns,CC Bray-Eawy
Aire de stationnement et de service de Nesle-Hodeng,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtellerie de plein air', 'Aire de camping-car']",49.6979491,1.4942405,Route de Saint-Saire Gare de Nesle Hodeng/Saint Saire,Office de Tourisme Bray Eawy,2026-05-04, http://www.saint-saire.fr/,,"L'aire de camping-car est située près du restaurant Au Quai Gourmand, à deux pas de l'Avenue Verte.",76270,Nesle-Hodeng,Seine-Maritime,Normandie,Nesle-Hodeng,CC Bray-Eawy
Hôtel La Sirène,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Hébergement', 'Hôtel', 'Hôtel-restaurant', 'Hôtellerie']",49.7392095,0.30969589,7 Boulevard Alexandre Dumont,Office de tourisme Intercommunal de Fécamp,2026-05-04, https://www.hotel-sirene.com/contact https://www.hotel-sirene.com/<> https://fr-fr.facebook.com/H%C3%B4tel-Restaurant-Pub-La-Sir%C3%A8ne-277313085721013/,,"10 chambres - Cet hôtel bénéficie d’un emplacement privilégié, au bord de mer, face à la plage. Cet hôtel de charme dispose de chambres avec vue sur mer. Décoration soignée, d’inspiration marine. Restauration et Pub sur place.",76111,Yport,Seine-Maritime,Normandie,Yport,CA Fécamp Caux Littoral Agglomération
Casino de Fécamp,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.7609479,0.37380437,156 chaussée Gayant,Office de tourisme Intercommunal de Fécamp,2026-05-04, https://www.joa.fr/casinos/fecamp https://www.joa.fr/casinos/fecamp<> https://www.facebook.com/casinofecamp/<> https://www.instagram.com/casino_joa_fecamp/,,"Découvrez le nouveau Casino JOA de Fécamp, un écrin de divertissement qui surplombe le port. Profitez de ses 85 machine à sous, d’un restaurant panoramique savoureux, du Bar des Sports animé, et d’espaces dédiés aux spectacles. Un lieu...",76400,Fécamp,Seine-Maritime,Normandie,Fécamp,CA Fécamp Caux Littoral Agglomération
La Sirène Centre d'études et de documentation Anatole Jakovsky,"['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt""]",49.5032933,1.30033793,22 route de Ry Moulin Pican,Office de Tourisme Normandie Caux Vexin,2026-05-04, http://www.lasirene76.com/<> https://www.facebook.com/profile.php?id=61568493189746,,"Collection d'environ 250 tableaux et dessins légués par Anatole Jakovsky, principalement d'art naïf mais aussi d'art brut et populaire. Importante bibliothèque sur l'art et la littérature, collections très diverses sur le tabac, près de 28 000...",76116,Blainville-Crevon,Seine-Maritime,Normandie,Blainville-Crevon,CC Inter-Caux-Vexin
Aire de Camping-Car de Montville,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hôtellerie de plein air', 'Aire de camping-car']",49.54765,1.07284,Place Abbé Kérébel 42 Place de l'Abbé Kérébel,Office de Tourisme Normandie Caux Vexin,2026-05-04, https://www.campingcarpark.com/fr_FR/camping-car/normandie/seine-maritime/montville https://www.campingcarpark.com/fr_FR/camping-car/normandie/seine-maritime/montville,,"Grâce à sa rénovation achevée mi‑août 2025, l’aire de camping‑car de Montville est à nouveau ouverte : 16 emplacements stabilisés, gérés par Camping‑Car Park pour un service impeccable. 
Située au cœur d’un cadre verdoyant, à deux pas du...",76710,Montville,Seine-Maritime,Normandie,Montville,CC Inter-Caux-Vexin
Fourneaux et fils,"['Site culturel', 'Lieu', ""Point d'intérêt""]",49.871438,1.2510136,900 rue de la Côte Bailly,Office de Tourisme Falaises du Talou,2026-05-04, http://www.miel-fourneaux.fr/,,"Régulièrement la ferme apicole Fourneaux & Fils s’ouvre au public. Petits et grands curieux de la région normande peuvent venir pour en apprendre davantage sur la vie des abeilles, leur environnement, les plantes mellifères et la production de miel....",76510,Saint-Nicolas-d'Aliermont,Seine-Maritime,Normandie,Saint-Nicolas-d'Aliermont,CC Falaises du Talou
Lagrange Vacances Les Résidences,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement collectif', 'Résidence de tourisme']",49.295689,-0.1041894,Avenue Durand Morimbau,OT Cabourg,2026-01-10," https://www.vacances-lagrange.com/vacances-location-mer-montagne,logements-normandie,cabourg-CABOUR-L-RESI-residence.html?utm_medium=paid-link&utm_source=office-tourisme&utm_content=cabourg&utm_campai",,"Appartements repartis dans différentes résidences  idéalement situées de 200 m à 800 m de la plage et à 1 km au maximum du centre et de ses commerces. Les appartements de 2 ou 3 pièces et studios sont tous équipés.
Animaux de compagnie acceptés...",14390,Cabourg,Calvados,Normandie,Cabourg,CC Normandie-Cabourg-Pays d'Auge
Circuits en kayak sur la Dives - Le Menhir Location,"['Lieu', ""Point d'intérêt"", ""Prestataire d'activité""]",49.29568,-0.10415,Avenue Durand Morimbau,OT Cabourg,2026-02-06, https://www.lemenhirlocation.com/kayaks,,"Circuits en kayaks sur la Dives, en autonomie, d'une durée de 2 à 6h",14390,Cabourg,Calvados,Normandie,Cabourg,CC Normandie-Cabourg-Pays d'Auge
M. Delamotte,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.291619,-0.127529,3e étage 34 boulevard des Diablotins Résidence Le Président - Bât. Goëland,OT Cabourg,2026-03-04,,,"Profitez de l'air marin en séjournant dans cet appartement situé sur le front de mer et avec vue sur mer, au 3e étage avec ascenseur. Idéal pour 4 personnes, il comprend 1 chambre avec lit double, un séjour salon avec couchage pour 2 personnes, une...",14390,Cabourg,Calvados,Normandie,Cabourg,CC Normandie-Cabourg-Pays d'Auge
M. Saniez,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.28733,-0.1377793,Rue de la Périgourdine Résidence Bel Cabourg - Bât. F,OT Cabourg,2026-01-10,,,"À 100 m de la plage seulement, cet appartement 2 pièces de 38 m² en rez-de-jardin, avec jardin de 100 m², salon de jardin et cabane pour enfant, est un bon pied-à-terre pour 4 personnes.
Il comprend un salon avec canapé-lit, une cuisine équipée, un...",14390,Cabourg,Calvados,Normandie,Cabourg,CC Normandie-Cabourg-Pays d'Auge
Chalet de la Plage - Les Deauvillaises,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.353976,0.075122,2 rue Santos Dumont,OT SPL Deauville,2026-04-27, https://www.mairie-deauville.fr/,,Location villa,14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
L'Etoile des Mers,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.3588995,0.07662695,74 rue Gambetta,OT SPL Deauville,2026-03-10, https://www.etoile-des-mers-deauville.com/,,"A quelques mètres de la place Morny, ce restaurant atypique dans une poissonnerie, cuisine les poissons et coquillages.
 Poissonnerie et restaurant à la fois, épicerie fine encore, on y déguste aussi, une cuisine plus élaborée, entièrement dédiée à...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Boulodrome Brigade Piron à Blonville-sur-Mer,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3305338,0.03505589,Avenue de la Brigade Piron (entre gare et av. de la grande ourse),OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre d'une longueur de 30 m et 20 m de largeur.,14910,Blonville-sur-Mer,Calvados,Normandie,Blonville-sur-Mer,CC Coeur Côte Fleurie
Square François André,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3613847,0.0740299,Rue Jean Mermoz,OT SPL Deauville,2026-02-03,,,"Ce square est aménagé en 1945 face à l’entrée principale de l’hôtel Normandy. Conçu comme un jardin régionaliste, planté de pommiers, il est quadrillé de sentiers qui convergent, au centre de la composition, vers un buste en bronze de François André...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
